Sample,Height_cm,Date
LB1.0.1,7,11-Oct
LB1.0.2,7,11-Oct
LB1.0.3,8,11-Oct
LB1.0.4,14,11-Oct
LB1.0.5,8,11-Oct
LB1.0.6,17,11-Oct
LB1.8.1,8,11-Oct
LB1.8.2,3,11-Oct
LB1.8.3,3,11-Oct
LB1.8.4,6,11-Oct
LB1.8.5,6,11-Oct
LB1.8.6,5,11-Oct
LB1.16.1,7,11-Oct
LB1.16.2,6,11-Oct
LB1.16.3,6,11-Oct
LB1.16.4,5,11-Oct
LB1.16.5,5,11-Oct
LB1.16.6,7,11-Oct
LB1.24.1,7,11-Oct
LB1.24.2,8,11-Oct
LB1.24.3,5,11-Oct
LB1.24.4,8,11-Oct
BL1.24.5,4,11-Oct
LB1.24.6,8,11-Oct
LB2.0.1,5,11-Oct
LB2.0.2,5,11-Oct
LB2.0.3,6,11-Oct
LB2.0.4,3,11-Oct
LB2.0.5,3,11-Oct
LB2.0.6,6,11-Oct
LB2.8.1,7,11-Oct
LB2.8.2,11,11-Oct
LB2.8.3,4,11-Oct
LB2.8.4,6,11-Oct
LB2.8.5,6,11-Oct
LB2.8.6,6,11-Oct
LB2.16.1,4,11-Oct
LB2.16.2,13,11-Oct
LB2.16.3,7,11-Oct
LB2.16.4,5,11-Oct
LB2.16.5,4,11-Oct
LB2.16.6,6,11-Oct
LB2.24.1,4,11-Oct
LB2.24.2,7,11-Oct
LB2.24.3,4,11-Oct
LB2.24.4,4,11-Oct
LB2.24.5,18,11-Oct
LB2.24.6,6,11-Oct
LB3.0.1,6,11-Oct
LB3.0.2,7,11-Oct
LB3.0.3,7,11-Oct
LB3.0.4,4,11-Oct
LB3.0.5,6,11-Oct
LB3.0.6,5,11-Oct
LB3.8.1,6,11-Oct
LB3.8.2,6,11-Oct
LB3.8.3,6,11-Oct
LB3.8.4,5,11-Oct
LB3.8.5,4,11-Oct
LB3.8.6,6,11-Oct
LB3.16.1,7,11-Oct
LB3.16.2,6,11-Oct
LB3.16.3,4,11-Oct
LB3.16.4,6,11-Oct
LB3.16.5,6,11-Oct
LB3.16.6,5,11-Oct
LB3.24.1,13,11-Oct
LB3.24.2,13,11-Oct
LB3.24.3,6,11-Oct
LB3.24.4,6,11-Oct
LB3.24.5,6,11-Oct
LB3.24.6,13,11-Oct
LB4.0.1,6,11-Oct
LB4.0.2,3,11-Oct
LB4.0.3,6,11-Oct
LB4.0.4,19,11-Oct
LB4.0.5,4,11-Oct
LB4.0.6,3,11-Oct
LB4.8.1,5,11-Oct
LB4.8.2,8,11-Oct
LB4.8.3,6,11-Oct
LB4.8.4,14,11-Oct
LB4.8.5,6,11-Oct
LB4.8.6,5,11-Oct
LB4.16.1,2,11-Oct
LB4.16.2,3,11-Oct
LB4.16.3,4,11-Oct
LB4.16.4,4,11-Oct
LB4.16.5,6,11-Oct
LB4.16.6,5,11-Oct
LB4.24.1,6,11-Oct
LB4.24.2,13,11-Oct
LB4.24.3,8,11-Oct
LB4.24.4,3,11-Oct
LB4.24.5,7,11-Oct
LB4.24.6,10,11-Oct
LB5.0.1,6,11-Oct
LB5.0.2,5,11-Oct
LB5.0.3,6,11-Oct
LB5.0.4,7,11-Oct
LB5.0.5,6,11-Oct
LB5.0.6,6,11-Oct
LB5.8.1,7,11-Oct
LB5.8.2,6,11-Oct
LB5.8.3,5,11-Oct
LB5.8.4,6,11-Oct
LB5.8.5,6,11-Oct
LB5.8.6,6,11-Oct
LB5.16.1,5,11-Oct
LB5.16.2,5,11-Oct
LB5.16.3,4,11-Oct
LB5.16.4,3,11-Oct
LB5.16.5,5,11-Oct
LB5.16.6,6,11-Oct
LB5.24.1,4,11-Oct
LB5.24.2,6,11-Oct
LB5.24.3,6,11-Oct
LB5.24.4,8,11-Oct
LB5.24.5,19,11-Oct
LB5.24.6,5,11-Oct
LB6.0.1,6,11-Oct
LB6.0.2,5,11-Oct
LB6.0.3,6,11-Oct
LB6.0.4,6,11-Oct
LB6.0.5,5,11-Oct
LB6.0.6,5,11-Oct
LB6.8.1,17,11-Oct
LB6.8.2,7,11-Oct
LB6.8.3,10,11-Oct
LB6.8.4,8,11-Oct
LB6.8.5,5,11-Oct
LB6.8.6,6,11-Oct
LB6.16.1,6,11-Oct
LB6.16.2,7,11-Oct
LB6.16.3,7,11-Oct
LB6.16.4,4,11-Oct
LB6.16.5,8,11-Oct
LB6.16.6,5,11-Oct
LB6.24.1,7,11-Oct
LB6.24.2,6,11-Oct
LB6.24.3,8,11-Oct
LB6.24.4,8,11-Oct
LB6.24.5,4,11-Oct
LB6.24.6,5,11-Oct
BG1.0.1,21,11-Oct
BG1.0.2,9,11-Oct
BG1.0.3,10,11-Oct
BG1.0.4,7,11-Oct
BG1.0.5,12,11-Oct
BG1.0.6,13,11-Oct
BG1.8.1,16,11-Oct
BG1.8.2,16,11-Oct
BG1.8.3,15,11-Oct
BG1.8.4,16,11-Oct
BG1.8.5,13,11-Oct
BG1.8.6,11,11-Oct
BG1.16.1,11,11-Oct
BG1.16.2,7,11-Oct
BG1.16.3,13,11-Oct
BG1.16.4,15,11-Oct
BG1.16.5,17,11-Oct
BG1.16.6,7,11-Oct
BG1.24.1,9,11-Oct
BG1.24.2,8,11-Oct
BG1.24.3,8,11-Oct
BG1.24.4,8,11-Oct
BG1.24.5,15,11-Oct
BG1.24.6,6,11-Oct
BG2.0.1,16,11-Oct
BG2.0.2,16,11-Oct
BG2.0.3,7,11-Oct
BG2.0.4,7,11-Oct
BG2.0.5,9,11-Oct
BG2.0.6,8,11-Oct
BG2.8.1,13,11-Oct
BG2.8.2,15,11-Oct
BG2.8.3,11,11-Oct
BG2.8.4,10,11-Oct
BG2.8.5,12,11-Oct
BG2.8.6,12,11-Oct
BG2.16.1,10,11-Oct
BG2.16.2,10,11-Oct
BG2.16.3,18,11-Oct
BG2.16.4,9,11-Oct
BG2.16.5,10,11-Oct
BG2.16.6,11,11-Oct
BG2.24.1,11,11-Oct
BG2.24.2,14,11-Oct
BG2.24.3,6,11-Oct
BG2.24.4,7,11-Oct
BG2.24.5,12,11-Oct
BG2.24.6,5,11-Oct
BG3.0.1,2,11-Oct
BG3.0.2,7,11-Oct
BG3.0.3,6,11-Oct
BG3.0.4,8,11-Oct
BG3.0.5,8,11-Oct
BG3.0.6,7,11-Oct
BG3.8.1,6,11-Oct
BG3.8.2,10,11-Oct
BG3.8.3,9,11-Oct
BG3.8.4,13,11-Oct
BG3.8.5,12,11-Oct
BG3.8.6,9,11-Oct
BG3.16.1,13,11-Oct
BG3.16.2,17,11-Oct
BG3.16.3,8,11-Oct
BG3.16.4,8,11-Oct
BG3.16.5,12,11-Oct
BG3.16.6,8,11-Oct
BG3.24.1,9,11-Oct
BG3.24.2,9,11-Oct
BG3.24.3,11,11-Oct
BG3.24.4,14,11-Oct
BG3.24.5,11,11-Oct
BG3.24.6,12,11-Oct
BG4.0.1,6,11-Oct
BG4.0.2,13,11-Oct
BG4.0.3,11,11-Oct
BG4.0.4,11,11-Oct
BG4.0.5,13,11-Oct
BG4.0.6,18,11-Oct
BG4.8.1,10,11-Oct
BG4.8.2,16,11-Oct
BG4.8.3,15,11-Oct
BG4.8.4,10,11-Oct
BG4.8.5,7,11-Oct
BG4.8.6,9,11-Oct
BG4.16.1,6,11-Oct
BG4.16.2,10,11-Oct
BG4.16.3,7,11-Oct
BG4.16.4,10,11-Oct
BG4.16.5,7,11-Oct
BG4.16.6,7,11-Oct
BG4.24.1,6,11-Oct
BG4.24.2,8,11-Oct
BG4.24.3,8,11-Oct
BG4.24.4,14,11-Oct
BG4.24.5,7,11-Oct
BG4.24.6,6,11-Oct
BG5.0.1,14,11-Oct
BG5.0.2,14,11-Oct
BG5.0.3,13,11-Oct
BG5.0.4,14,11-Oct
BG5.0.5,20,11-Oct
BG5.0.6,9,11-Oct
BG5.8.1,11,11-Oct
BG5.8.2,10,11-Oct
BG5.8.3,12,11-Oct
BG5.8.4,7,11-Oct
BG5.8.5,8,11-Oct
BG5.8.6,20,11-Oct
BG5.16.1,13,11-Oct
BG5.16.2,13,11-Oct
BG5.16.3,15,11-Oct
BG5.16.4,14,11-Oct
BG5.16.5,20,11-Oct
BG5.16.6,12,11-Oct
BG5.24.1,4,11-Oct
BG5.24.2,7,11-Oct
BG5.24.3,10,11-Oct
BG5.24.4,10,11-Oct
BG5.24.5,9,11-Oct
BG5.24.6,6,11-Oct
BG6.0.1,10,11-Oct
BG6.0.2,9,11-Oct
BG6.0.3,5,11-Oct
BG6.0.4,16,11-Oct
BG6.0.5,8,11-Oct
BG6.0.6,10,11-Oct
BG6.8.1,9,11-Oct
BG6.8.2,9,11-Oct
BG6.8.3,9,11-Oct
BG6.8.4,8,11-Oct
BG6.8.5,10,11-Oct
BG6.8.6,8,11-Oct
BG6.16.1,9,11-Oct
BG6.16.2,8,11-Oct
BG6.16.3,11,11-Oct
BG6.16.4,9,11-Oct
BG6.16.5,8,11-Oct
BG6.16.6,12,11-Oct
BG6.24.1,11,11-Oct
BG6.24.2,9,11-Oct
BG6.24.3,7,11-Oct
BG6.24.4,7,11-Oct
BG6.24.5,13,11-Oct
BG6.24.6,8,11-Oct
SG1.0.1,13,11-Oct
SG1.0.2,11,11-Oct
SG1.0.3,18,11-Oct
SG1.0.4,17,11-Oct
SG1.0.5,19,11-Oct
SG1.0.6,20,11-Oct
SG1.8.1,16,11-Oct
SG1.8.2,10,11-Oct
SG1.8.3,15,11-Oct
SG1.8.4,13,11-Oct
SG1.8.5,27,11-Oct
SG1.8.6,10,11-Oct
SG1.16.1,23,11-Oct
SG1.16.2,16,11-Oct
SG1.16.3,17,11-Oct
SG1.16.4,12,11-Oct
SG1.16.5,17,11-Oct
SG1.16.6,10,11-Oct
SG1.24.1,25,11-Oct
SG1.24.2,25,11-Oct
SG1.24.3,16,11-Oct
SG1.24.4,12,11-Oct
SG1.24.5,18,11-Oct
SG1.24.6,19,11-Oct
SG2.0.1,15,11-Oct
SG2.0.2,9,11-Oct
SG2.0.3,9,11-Oct
SG2.0.4,6,11-Oct
SG2.0.5,15,11-Oct
SG2.0.6,14,11-Oct
SG2.8.1,18,11-Oct
SG2.8.2,12,11-Oct
SG2.8.3,12,11-Oct
SG2.8.4,10,11-Oct
SG2.8.5,12,11-Oct
SG2.8.6,17,11-Oct
SG2.16.1,16,11-Oct
SG2.16.2,15,11-Oct
SG2.16.3,26,11-Oct
SG2.16.4,24,11-Oct
SG2.16.5,18,11-Oct
SG2.16.6,18,11-Oct
SG2.24.1,20,11-Oct
SG2.24.2,17,11-Oct
SG2.24.3,14,11-Oct
SG2.24.4,22,11-Oct
SG2.24.5,17,11-Oct
SG2.24.6,23,11-Oct
SG3.0.1,13,11-Oct
SG3.0.2,17,11-Oct
SG3.0.3,17,11-Oct
SG3.0.4,18,11-Oct
SG3.0.5,11,11-Oct
SG3.0.6,21,11-Oct
SG3.8.1,16,11-Oct
SG3.8.2,18,11-Oct
SG3.8.3,15,11-Oct
SG3.8.4,16,11-Oct
SG3.8.5,21,11-Oct
SG3.8.6,16,11-Oct
SG3.16.1,15,11-Oct
SG3.16.2,10,11-Oct
SG3.16.3,13,11-Oct
SG3.16.4,14,11-Oct
SG3.16.5,14,11-Oct
SG3.16.6,14,11-Oct
SG3.24.1,16,11-Oct
SG3.24.2,11,11-Oct
SG3.24.3,12,11-Oct
SG3.24.4,17,11-Oct
SG3.24.5,12,11-Oct
SG3.24.6,15,11-Oct
SG4.0.1,22,11-Oct
SG4.0.2,5,11-Oct
SG4.0.3,23,11-Oct
SG4.0.4,16,11-Oct
SG4.0.5,22,11-Oct
SG4.0.6,16,11-Oct
SG4.8.1,19,11-Oct
SG4.8.2,17,11-Oct
SG4.8.3,11,11-Oct
SG4.8.4,7,11-Oct
SG4.8.5,23,11-Oct
SG4.8.6,16,11-Oct
SG4.16.1,11,11-Oct
SG4.16.2,14,11-Oct
SG4.16.3,17,11-Oct
SG4.16.4,10,11-Oct
SG4.16.5,9,11-Oct
SG4.16.6,7,11-Oct
SG4.24.1,17,11-Oct
SG4.24.2,8,11-Oct
SG4.24.3,13,11-Oct
SG4.24.4,20,11-Oct
SG4.24.5,10,11-Oct
SG4.24.6,12,11-Oct
SG5.0.1,12,11-Oct
SG5.0.2,20,11-Oct
SG5.0.3,18,11-Oct
SG5.0.4,16,11-Oct
SG5.0.5,18,11-Oct
SG5.0.6,23,11-Oct
SG5.8.1,11,11-Oct
SG5.8.2,19,11-Oct
SG5.8.3,22,11-Oct
SG5.8.4,10,11-Oct
SG5.8.5,19,11-Oct
SG5.8.6,23,11-Oct
SG5.16.1,10,11-Oct
SG5.16.2,8,11-Oct
SG5.16.3,16,11-Oct
SG5.16.4,10,11-Oct
SG5.16.5,14,11-Oct
SG5.16.6,15,11-Oct
SG5.24.1,15,11-Oct
SG5.24.2,11,11-Oct
SG5.24.3,20,11-Oct
SG5.24.4,12,11-Oct
SG5.24.5,10,11-Oct
SG5.24.6,12,11-Oct
SG6.0.1,18,11-Oct
SG6.0.2,14,11-Oct
SG6.0.3,15,11-Oct
SG6.0.4,15,11-Oct
SG6.0.5,16,11-Oct
SG6.0.6,19,11-Oct
SG6.8.1,17,11-Oct
SG6.8.2,23,11-Oct
SG6.8.3,20,11-Oct
SG6.8.4,12,11-Oct
SG6.8.5,15,11-Oct
SG6.8.6,17,11-Oct
SG6.16.1,17,11-Oct
SG6.16.2,15,11-Oct
SG6.16.3,10,11-Oct
SG6.16.4,18,11-Oct
SG6.16.5,22,11-Oct
SG6.16.6,19,11-Oct
SG6.24.1,14,11-Oct
SG6.24.2,15,11-Oct
SG6.24.3,22,11-Oct
SG6.24.4,21,11-Oct
SG6.24.5,14,11-Oct
SG6.24.6,6,11-Oct
BM1.0.1,6,14-Oct
BG1.0.2,5,14-Oct
BM1.0.3,7,14-Oct
BM1.0.4,4,14-Oct
BM1.0.5,10,14-Oct
BM1.0.6,5,14-Oct
BM1.8.1,4,14-Oct
BM1.8.2,6,14-Oct
BM1.8.3,6,14-Oct
BM1.8.4,5,14-Oct
BM1.8.5,7,14-Oct
BM1.8.6,4,14-Oct
BM1.16.1,5,14-Oct
BM1.16.2,6,14-Oct
BM1.16.3,6,14-Oct
BM1.16.4,5,14-Oct
BM1.16.5,6,14-Oct
BM1.16.6,2,14-Oct
BM1.24.1,12,14-Oct
BM1.24.2,6,14-Oct
BM1.24.3,7,14-Oct
BM1.24.4,6,14-Oct
BM1.24.5,3,14-Oct
BM1.24.6,5,14-Oct
BM2.0.1,9,14-Oct
BM2.0.2,12,14-Oct
BM2.0.3,9,14-Oct
BM2.0.4,6,14-Oct
BM2.0.5,3,14-Oct
BM2.0.6,6,14-Oct
BM2.8.1,7,14-Oct
BM2.8.1,3,14-Oct
BM2.8.3,3,14-Oct
BM2.8.4,3,14-Oct
BM2.8.5,4,14-Oct
BM2.8.6,6,14-Oct
BM2.16.1,4,14-Oct
BM2.16.2,2,14-Oct
BM2.16.3,5,14-Oct
BM2.16.4,4,14-Oct
BM2.16.5,3,14-Oct
BM2.16.6,2,14-Oct
BM2.24.1,2,14-Oct
BM2.24.2,5,14-Oct
BM2.24.3,2,14-Oct
BM2.24.4,7,14-Oct
BM2.24.5,5,14-Oct
BM2.24.6,6,14-Oct
BM3.0.1,6,14-Oct
BM3.0.2,2,14-Oct
BM3.0.3,4,14-Oct
BM3.0.4,6,14-Oct
BM3.0.5,6,14-Oct
BM3.0.6,8,14-Oct
BM3.8.1,6,14-Oct
BM3.8.2,4,14-Oct
BM3.8.3,4,14-Oct
BM3.8.4,6,14-Oct
BM3.8.5,4,14-Oct
BM3.8.6,4,14-Oct
BM3.16.1,8,14-Oct
BM3.16.2,6,14-Oct
BM3.16.3,4,14-Oct
BM3.16.4,2,14-Oct
BM3.16.5,4,14-Oct
BM3.16.6,4,14-Oct
BM3.24.1,8,14-Oct
BM3.24.2,4,14-Oct
BM3.24.3,2,14-Oct
BM3.24.4,3,14-Oct
BM3.24.5,4,14-Oct
BM3.24.6,2,14-Oct
BM4.0.1,7,14-Oct
BM4.0.2,6,14-Oct
BM4.0.3,7,14-Oct
BM4.0.4,4,14-Oct
BM4.0.5,5,14-Oct
BM4.0.6,2,14-Oct
BM4.8.1,6,14-Oct
BM4.8.2,2,14-Oct
BM4.8.3,5,14-Oct
BM4.8.4,6,14-Oct
BM4.8.5,5,14-Oct
BM4.8.6,8,14-Oct
BM4.16.1,3,14-Oct
BM4.16.2,6,14-Oct
BM4.16.3,3,14-Oct
BM4.16.4,5,14-Oct
BM4.16.5,6,14-Oct
BM4.16.6,2,14-Oct
BM4.24.1,4,14-Oct
BM4.24.2,4,14-Oct
BM4.24.3,4,14-Oct
BM4.24.4,7,14-Oct
BM4.24.5,6,14-Oct
BM4.24.6,5,14-Oct
BM5.0.1,5,14-Oct
BM5.0.2,7,14-Oct
BM5.0.3,6,14-Oct
BM5.0.4,4,14-Oct
BM5.0.5,5,14-Oct
BM5.0.6,2,14-Oct
BM5.8.1,6,14-Oct
BM5.8.2,6,14-Oct
BM5.8.3,8,14-Oct
BM5.8.4,6,14-Oct
BM5.8.5,4,14-Oct
BM5.8.6,3,14-Oct
BM5.16.1,11,14-Oct
BM5.16.2,9,14-Oct
BM5.16.3,7,14-Oct
BM5.16.4,6,14-Oct
BM5.16.5,6,14-Oct
BM5.16.6,4,14-Oct
BM5.24.1,8,14-Oct
BM5.24.2,6,14-Oct
BM5.24.3,4,14-Oct
BM5.24.4,4,14-Oct
BM5.24.5,5,14-Oct
BM5.24.6,6,14-Oct
BM6.0.1,3,14-Oct
BM6.0.2,1,14-Oct
BM6.0.3,1,14-Oct
BM6.0.4,5,14-Oct
BM6.0.5,5,14-Oct
BM6.0.6,3,14-Oct
BM6.8.1,3,14-Oct
BM6.8.2,2,14-Oct
BM6.8.3,2,14-Oct
BM6.8.4,1,14-Oct
BM6.8.5,2,14-Oct
BM6.8.6,2,14-Oct
BM6.16.1,2,14-Oct
BM6.16.2,1,14-Oct
BM6.16.3,2,14-Oct
BM6.16.4,1,14-Oct
BM6.16.5,3,14-Oct
BM6.16.6,2,14-Oct
BM6.24.1,5,14-Oct
BM6.24.2,6,14-Oct
BM6.24.3,4,14-Oct
BM6.24.4,5,14-Oct
BM6.24.5,4,14-Oct
BM6.24.6,3,14-Oct
LB1.0.1,7,18-Oct
LB1.0.2,9,18-Oct
LB1.0.3,8,18-Oct
LB1.0.4,17,18-Oct
LB1.0.5,10,18-Oct
LB1.0.6,18,18-Oct
LB1.8.1,8,18-Oct
LB1.8.2,3,18-Oct
LB1.8.3,4,18-Oct
LB1.8.4,6,18-Oct
LB1.8.5,7,18-Oct
LB1.8.6,5,18-Oct
LB1.16.1,7,18-Oct
LB1.16.2,5,18-Oct
LB1.16.3,9,18-Oct
LB1.16.4,7,18-Oct
LB1.16.5,7,18-Oct
LB1.16.6,7,18-Oct
LB1.24.1,8,18-Oct
LB1.24.2,8,18-Oct
LB1.24.3,5,18-Oct
LB1.24.4,8,18-Oct
BL1.24.5,4,18-Oct
LB1.24.6,9,18-Oct
LB2.0.1,5,18-Oct
LB2.0.2,5,18-Oct
LB2.0.3,6,18-Oct
LB2.0.4,5,18-Oct
LB2.0.5,4,18-Oct
LB2.0.6,6,18-Oct
LB2.8.1,8,18-Oct
LB2.8.2,11,18-Oct
LB2.8.3,4,18-Oct
LB2.8.4,7,18-Oct
LB2.8.5,6,18-Oct
LB2.8.6,6,18-Oct
LB2.16.1,4,18-Oct
LB2.16.2,16,18-Oct
LB2.16.3,7,18-Oct
LB2.16.4,5,18-Oct
LB2.16.5,5,18-Oct
LB2.16.6,7,18-Oct
LB2.24.1,4,18-Oct
LB2.24.2,7,18-Oct
LB2.24.3,4,18-Oct
LB2.24.4,6,18-Oct
LB2.24.5,20,18-Oct
LB2.24.6,6,18-Oct
LB3.0.1,7,18-Oct
LB3.0.2,8,18-Oct
LB3.0.3,7,18-Oct
LB3.0.4,6,18-Oct
LB3.0.5,6,18-Oct
LB3.0.6,5,18-Oct
LB3.8.1,7,18-Oct
LB3.8.2,7,18-Oct
LB3.8.3,7,18-Oct
LB3.8.4,7,18-Oct
LB3.8.5,6,18-Oct
LB3.8.6,7,18-Oct
LB3.16.1,7,18-Oct
LB3.16.2,6,18-Oct
LB3.16.3,5,18-Oct
LB3.16.4,7,18-Oct
LB3.16.5,6,18-Oct
LB3.16.6,5,18-Oct
LB3.24.1,18,18-Oct
LB3.24.2,13,18-Oct
LB3.24.3,6,18-Oct
LB3.24.4,6,18-Oct
LB3.24.5,6,18-Oct
LB3.24.6,13,18-Oct
LB4.0.1,6,18-Oct
LB4.0.2,3,18-Oct
LB4.0.3,7,18-Oct
LB4.0.4,20,18-Oct
LB4.0.5,5,18-Oct
LB4.0.6,6,18-Oct
LB4.8.1,6,18-Oct
LB4.8.2,8,18-Oct
LB4.8.3,12,18-Oct
LB4.8.4,16,18-Oct
LB4.8.5,6,18-Oct
LB4.8.6,5,18-Oct
LB4.16.1,3,18-Oct
LB4.16.2,3,18-Oct
LB4.16.3,5,18-Oct
LB4.16.4,6,18-Oct
LB4.16.5,6,18-Oct
LB4.16.6,5,18-Oct
LB4.24.1,8,18-Oct
LB4.24.2,13,18-Oct
LB4.24.3,10,18-Oct
LB4.24.4,,18-Oct
LB4.24.5,7,18-Oct
LB4.24.6,13,18-Oct
LB5.0.1,6,18-Oct
LB5.0.2,7,18-Oct
LB5.0.3,7,18-Oct
LB5.0.4,7,18-Oct
LB5.0.5,6,18-Oct
LB5.0.6,6,18-Oct
LB5.8.1,8,18-Oct
LB5.8.2,6,18-Oct
LB5.8.3,5,18-Oct
LB5.8.4,6,18-Oct
LB5.8.5,6,18-Oct
LB5.8.6,6,18-Oct
LB5.16.1,5,18-Oct
LB5.16.2,5,18-Oct
LB5.16.3,5,18-Oct
LB5.16.4,3,18-Oct
LB5.16.5,5,18-Oct
LB5.16.6,6,18-Oct
LB5.24.1,4,18-Oct
LB5.24.2,6,18-Oct
LB5.24.3,7,18-Oct
LB5.24.4,8,18-Oct
LB5.24.5,7,18-Oct
LB5.24.6,20,18-Oct
LB6.0.1,6,18-Oct
LB6.0.2,5,18-Oct
LB6.0.3,6,18-Oct
LB6.0.4,6,18-Oct
LB6.0.5,6,18-Oct
LB6.0.6,5,18-Oct
LB6.8.1,22,18-Oct
LB6.8.2,6,18-Oct
LB6.8.3,10,18-Oct
LB6.8.4,8,18-Oct
LB6.8.5,7,18-Oct
LB6.8.6,6,18-Oct
LB6.16.1,7,18-Oct
LB6.16.2,7,18-Oct
LB6.16.3,7,18-Oct
LB6.16.4,6,18-Oct
LB6.16.5,9,18-Oct
LB6.16.6,4,18-Oct
LB6.24.1,8,18-Oct
LB6.24.2,5,18-Oct
LB6.24.3,5,18-Oct
LB6.24.4,2,18-Oct
LB6.24.5,7,18-Oct
LB6.24.6,9,18-Oct
BG1.0.1,36,18-Oct
BG1.0.2,24,18-Oct
BG1.0.3,25,18-Oct
BG1.0.4,18,18-Oct
BG1.0.5,20,18-Oct
BG1.0.6,24,18-Oct
BG1.8.1,25,18-Oct
BG1.8.2,25,18-Oct
BG1.8.3,17,18-Oct
BG1.8.4,27,18-Oct
BG1.8.5,30,18-Oct
BG1.8.6,21,18-Oct
BG1.16.1,21,18-Oct
BG1.16.2,12,18-Oct
BG1.16.3,22,18-Oct
BG1.16.4,23,18-Oct
BG1.16.5,28,18-Oct
BG1.16.6,,18-Oct
BG1.24.1,11,18-Oct
BG1.24.2,20,18-Oct
BG1.24.3,12,18-Oct
BG1.24.4,9,18-Oct
BG1.24.5,24,18-Oct
BG1.24.6,15,18-Oct
BG2.0.1,36,18-Oct
BG2.0.2,24,18-Oct
BG2.0.3,25,18-Oct
BG2.0.4,18,18-Oct
BG2.0.5,20,18-Oct
BG2.0.6,24,18-Oct
BG2.8.1,25,18-Oct
BG2.8.2,25,18-Oct
BG2.8.3,17,18-Oct
BG2.8.4,27,18-Oct
BG2.8.5,30,18-Oct
BG2.8.6,21,18-Oct
BG2.16.1,21,18-Oct
BG2.16.2,12,18-Oct
BG2.16.3,22,18-Oct
BG2.16.4,23,18-Oct
BG2.16.5,28,18-Oct
BG2.16.6,20,18-Oct
BG2.24.1,11,18-Oct
BG2.24.2,20,18-Oct
BG2.24.3,9,18-Oct
BG2.24.4,12,18-Oct
BG2.24.5,24,18-Oct
BG2.24.6,5,18-Oct
BG3.0.1,8,18-Oct
BG3.0.2,15,18-Oct
BG3.0.3,11,18-Oct
BG3.0.4,15,18-Oct
BG3.0.5,14,18-Oct
BG3.0.6,14,18-Oct
BG3.8.1,21,18-Oct
BG3.8.2,12,18-Oct
BG3.8.3,12,18-Oct
BG3.8.4,22,18-Oct
BG3.8.5,26,18-Oct
BG3.8.6,18,18-Oct
BG3.16.1,30,18-Oct
BG3.16.2,24,18-Oct
BG3.16.3,14,18-Oct
BG3.16.4,15,18-Oct
BG3.16.5,22,18-Oct
BG3.16.6,16,18-Oct
BG3.24.1,12,18-Oct
BG3.24.2,,18-Oct
BG3.24.3,21,18-Oct
BG3.24.4,22,18-Oct
BG3.24.5,13,18-Oct
BG3.24.6,,18-Oct
BG4.0.1,9,18-Oct
BG4.0.2,23,18-Oct
BG4.0.3,29,18-Oct
BG4.0.4,20,18-Oct
BG4.0.5,27,18-Oct
BG4.0.6,34,18-Oct
BG4.8.1,11,18-Oct
BG4.8.2,17,18-Oct
BG4.8.3,27,18-Oct
BG4.8.4,18,18-Oct
BG4.8.5,18,18-Oct
BG4.8.6,22,18-Oct
BG4.16.1,7,18-Oct
BG4.16.2,9,18-Oct
BG4.16.3,7,18-Oct
BG4.16.4,18,18-Oct
BG4.16.5,21,18-Oct
BG4.16.6,10,18-Oct
BG4.24.1,6,18-Oct
BG4.24.2,9,18-Oct
BG4.24.3,11,18-Oct
BG4.24.4,22,18-Oct
BG4.24.5,10,18-Oct
BG4.24.6,,18-Oct
BG5.0.1,35,18-Oct
BG5.0.2,25,18-Oct
BG5.0.3,30,18-Oct
BG5.0.4,31,18-Oct
BG5.0.5,36,18-Oct
BG5.0.6,25,18-Oct
BG5.8.1,18,18-Oct
BG5.8.2,19,18-Oct
BG5.8.3,17,18-Oct
BG5.8.4,22,18-Oct
BG5.8.5,15,18-Oct
BG5.8.6,20,18-Oct
BG5.16.1,6,18-Oct
BG5.16.2,19,18-Oct
BG5.16.3,23,18-Oct
BG5.16.4,27,18-Oct
BG5.16.5,29,18-Oct
BG5.16.6,18,18-Oct
BG5.24.1,9,18-Oct
BG5.24.2,10,18-Oct
BG5.24.3,22,18-Oct
BG5.24.4,10,18-Oct
BG5.24.5,17,18-Oct
BG5.24.6,14,18-Oct
BG6.0.1,22,18-Oct
BG6.0.2,22,18-Oct
BG6.0.3,12,18-Oct
BG6.0.4,31,18-Oct
BG6.0.5,18,18-Oct
BG6.0.6,20,18-Oct
BG6.8.1,13,18-Oct
BG6.8.2,16,18-Oct
BG6.8.3,20,18-Oct
BG6.8.4,18,18-Oct
BG6.8.5,17,18-Oct
BG6.8.6,15,18-Oct
BG6.16.1,17,18-Oct
BG6.16.2,15,18-Oct
BG6.16.3,8,18-Oct
BG6.16.4,18,18-Oct
BG6.16.5,11,18-Oct
BG6.16.6,28,18-Oct
BG6.24.1,24,18-Oct
BG6.24.2,12,18-Oct
BG6.24.3,,18-Oct
BG6.24.4,5,18-Oct
BG6.24.5,15,18-Oct
BG6.24.6,11,18-Oct
SG1.0.1,13,18-Oct
SG1.0.2,14,18-Oct
SG1.0.3,21,18-Oct
SG1.0.4,17,18-Oct
SG1.0.5,30,18-Oct
SG1.0.6,22,18-Oct
SG1.8.1,19,18-Oct
SG1.8.2,13,18-Oct
SG1.8.3,18,18-Oct
SG1.8.4,16,18-Oct
