Sample,Height_cm,Date
BM6.0.2,32,18-Nov
BM6.0.3,56,18-Nov
BM6.0.4,58,18-Nov
BM6.0.5,59,18-Nov
BM6.0.6,52,18-Nov
BM6.8.1,66,18-Nov
BM6.8.2,36,18-Nov
BM6.8.3,48,18-Nov
BM6.8.4,46,18-Nov
BM6.8.5,40,18-Nov
BM6.8.6,36,18-Nov
BM6.16.1,35,18-Nov
BM6.16.2,55,18-Nov
BM6.16.3,45,18-Nov
BM6.16.4,46,18-Nov
BM6.16.5,77,18-Nov
BM6.16.6,41,18-Nov
BM6.24.1,54,18-Nov
BM6.24.2,42,18-Nov
BM6.24.3,33,18-Nov
BM6.24.4,33,18-Nov
BM6.24.5,54,18-Nov
BM6.24.6,39,18-Nov
LB1.0.1,16,22-Nov
LB1.0.2,19,22-Nov
LB1.0.3,24,22-Nov
LB1.0.4,24,22-Nov
LB1.0.5,26,22-Nov
LB1.0.6,40,22-Nov
LB1.8.1,11,22-Nov
LB1.8.2,,22-Nov
LB1.8.3,5,22-Nov
LB1.8.4,6,22-Nov
LB1.8.5,8,22-Nov
LB1.8.6,7,22-Nov
LB1.16.1,7,22-Nov
LB1.16.2,13,22-Nov
LB1.16.3,9,22-Nov
LB1.16.4,17,22-Nov
LB1.16.5,11,22-Nov
LB1.16.6,13,22-Nov
LB1.24.1,8,22-Nov
LB1.24.2,13,22-Nov
LB1.24.3,9,22-Nov
LB1.24.4,5,22-Nov
BL1.24.5,9,22-Nov
LB1.24.6,10,22-Nov
LB2.0.1,5,22-Nov
LB2.0.2,7,22-Nov
LB2.0.3,9,22-Nov
LB2.0.4,6,22-Nov
LB2.0.5,4,22-Nov
LB2.0.6,7,22-Nov
LB2.8.1,8,22-Nov
LB2.8.2,12,22-Nov
LB2.8.3,4,22-Nov
LB2.8.4,8,22-Nov
LB2.8.5,8,22-Nov
LB2.8.6,6,22-Nov
LB2.16.1,4,22-Nov
LB2.16.2,23,22-Nov
LB2.16.3,10,22-Nov
LB2.16.4,5,22-Nov
LB2.16.5,4,22-Nov
LB2.16.6,7,22-Nov
LB2.24.1,5,22-Nov
LB2.24.2,5,22-Nov
LB2.24.3,4,22-Nov
LB2.24.4,6,22-Nov
LB2.24.5,20,22-Nov
LB2.24.6,7,22-Nov
LB3.0.1,13,22-Nov
LB3.0.2,20,22-Nov
LB3.0.3,19,22-Nov
LB3.0.4,11,22-Nov
LB3.0.5,8,22-Nov
LB3.0.6,9,22-Nov
LB3.8.1,8,22-Nov
LB3.8.2,13,22-Nov
LB3.8.3,14,22-Nov
LB3.8.4,9,22-Nov
LB3.8.5,7,22-Nov
LB3.8.6,13,22-Nov
LB3.16.1,10,22-Nov
LB3.16.2,7,22-Nov
LB3.16.3,4,22-Nov
LB3.16.4,9,22-Nov
LB3.16.5,9,22-Nov
LB3.16.6,7,22-Nov
LB3.24.1,19,22-Nov
LB3.24.2,14,22-Nov
LB3.24.3,7,22-Nov
LB3.24.4,4,22-Nov
LB3.24.5,5,22-Nov
LB3.24.6,13,22-Nov
LB4.0.1,8,22-Nov
LB4.0.2,3,22-Nov
LB4.0.3,8,22-Nov
LB4.0.4,21,22-Nov
LB4.0.5,7,22-Nov
LB4.0.6,8,22-Nov
LB4.8.1,7,22-Nov
LB4.8.2,9,22-Nov
LB4.8.3,15,22-Nov
LB4.8.4,17,22-Nov
LB4.8.5,6,22-Nov
LB4.8.6,8,22-Nov
LB4.16.1,3,22-Nov
LB4.16.2,,22-Nov
LB4.16.3,5,22-Nov
LB4.16.4,6,22-Nov
LB4.16.5,6,22-Nov
LB4.16.6,6,22-Nov
LB4.24.1,10,22-Nov
LB4.24.2,13,22-Nov
LB4.24.3,11,22-Nov
LB4.24.4,,22-Nov
LB4.24.5,8,22-Nov
LB4.24.6,13,22-Nov
LB5.0.1,10,22-Nov
LB5.0.2,17,22-Nov
LB5.0.3,17,22-Nov
LB5.0.4,14,22-Nov
LB5.0.5,10,22-Nov
LB5.0.6,10,22-Nov
LB5.8.1,9,22-Nov
LB5.8.2,9,22-Nov
LB5.8.3,5,22-Nov
LB5.8.4,5,22-Nov
LB5.8.5,8,22-Nov
LB5.8.6,7,22-Nov
LB5.16.1,5,22-Nov
LB5.16.2,8,22-Nov
LB5.16.3,5,22-Nov
LB5.16.4,3,22-Nov
LB5.16.5,9,22-Nov
LB5.16.6,7,22-Nov
LB5.24.1,7,22-Nov
LB5.24.2,17,22-Nov
LB5.24.3,18,22-Nov
LB5.24.4,8,22-Nov
LB5.24.5,16,22-Nov
LB5.24.6,,22-Nov
LB6.0.1,15,22-Nov
LB6.0.2,9,22-Nov
LB6.0.3,8,22-Nov
LB6.0.4,8,22-Nov
LB6.0.5,9,22-Nov
LB6.0.6,7,22-Nov
LB6.8.1,19,22-Nov
LB6.8.2,6,22-Nov
LB6.8.3,10,22-Nov
LB6.8.4,21,22-Nov
LB6.8.5,14,22-Nov
LB6.8.6,8,22-Nov
LB6.16.1,6,22-Nov
LB6.16.2,8,22-Nov
LB6.16.3,7,22-Nov
LB6.16.4,7,22-Nov
LB6.16.5,10,22-Nov
LB6.16.6,8,22-Nov
LB6.24.1,8,22-Nov
LB6.24.2,6,22-Nov
LB6.24.3,5,22-Nov
LB6.24.4,4,22-Nov
LB6.24.5,6,22-Nov
LB6.24.6,9,22-Nov
BG1.0.1,59,22-Nov
BG1.0.2,45,22-Nov
BG1.0.3,51,22-Nov
BG1.0.4,55,22-Nov
BG1.0.5,42,22-Nov
BG1.0.6,61,22-Nov
BG1.8.1,46,22-Nov
BG1.8.2,51,22-Nov
BG1.8.3,43,22-Nov
BG1.8.4,52,22-Nov
BG1.8.5,54,22-Nov
BG1.8.6,45,22-Nov
BG1.16.1,47,22-Nov
BG1.16.2,43,22-Nov
BG1.16.3,48,22-Nov
BG1.16.4,53,22-Nov
BG1.16.5,56,22-Nov
BG1.16.6,,22-Nov
BG1.24.1,,22-Nov
BG1.24.2,49,22-Nov
BG1.24.3,,22-Nov
BG1.24.4,51,22-Nov
BG1.24.5,39,22-Nov
BG1.24.6,35,22-Nov
BG2.0.1,52,22-Nov
BG2.0.2,41,22-Nov
BG2.0.3,54,22-Nov
BG2.0.4,54,22-Nov
BG2.0.5,50,22-Nov
BG2.0.6,48,22-Nov
BG2.8.1,49,22-Nov
BG2.8.2,41,22-Nov
BG2.8.3,60,22-Nov
BG2.8.4,50,22-Nov
BG2.8.5,53,22-Nov
BG2.8.6,44,22-Nov
BG2.16.1,45,22-Nov
BG2.16.2,50,22-Nov
BG2.16.3,47,22-Nov
BG2.16.4,,22-Nov
BG2.16.5,53,22-Nov
BG2.16.6,40,22-Nov
BG2.24.1,35,22-Nov
BG2.24.2,45,22-Nov
BG2.24.3,46,22-Nov
BG2.24.4,46,22-Nov
BG2.24.5,41,22-Nov
BG2.24.6,,22-Nov
BG3.0.1,33,22-Nov
BG3.0.2,49,22-Nov
BG3.0.3,34,22-Nov
BG3.0.4,40,22-Nov
BG3.0.5,31,22-Nov
BG3.0.6,41,22-Nov
BG3.8.1,43,22-Nov
BG3.8.2,42,22-Nov
BG3.8.3,43,22-Nov
BG3.8.4,44,22-Nov
BG3.8.5,40,22-Nov
BG3.8.6,41,22-Nov
BG3.16.1,45,22-Nov
BG3.16.2,47,22-Nov
BG3.16.3,45,22-Nov
BG3.16.4,39,22-Nov
BG3.16.5,46,22-Nov
BG3.16.6,30,22-Nov
BG3.24.1,,22-Nov
BG3.24.2,,22-Nov
BG3.24.3,48,22-Nov
BG3.24.4,44,22-Nov
BG3.24.5,46,22-Nov
BG3.24.6,,22-Nov
BG4.0.1,35,22-Nov
BG4.0.2,45,22-Nov
BG4.0.3,52,22-Nov
BG4.0.4,45,22-Nov
BG4.0.5,70,22-Nov
BG4.0.6,49,22-Nov
BG4.8.1,37,22-Nov
BG4.8.2,43,22-Nov
BG4.8.3,61,22-Nov
BG4.8.4,52,22-Nov
BG4.8.5,45,22-Nov
BG4.8.6,,22-Nov
BG4.16.1,,22-Nov
BG4.16.2,,22-Nov
BG4.16.3,,22-Nov
BG4.16.4,38,22-Nov
BG4.16.5,43,22-Nov
BG4.16.6,,22-Nov
BG4.24.1,,22-Nov
BG4.24.2,12,22-Nov
BG4.24.3,16,22-Nov
BG4.24.4,36,22-Nov
BG4.24.5,,22-Nov
BG4.24.6,,22-Nov
BG5.0.1,59,22-Nov
BG5.0.2,51,22-Nov
BG5.0.3,58,22-Nov
BG5.0.4,58,22-Nov
BG5.0.5,48,22-Nov
BG5.0.6,50,22-Nov
BG5.8.1,42,22-Nov
BG5.8.2,43,22-Nov
BG5.8.3,48,22-Nov
BG5.8.4,43,22-Nov
BG5.8.5,47,22-Nov
BG5.8.6,50,22-Nov
BG5.16.1,,22-Nov
BG5.16.2,34,22-Nov
BG5.16.3,42,22-Nov
BG5.16.4,48,22-Nov
BG5.16.5,46,22-Nov
BG5.16.6,51,22-Nov
BG5.24.1,33,22-Nov
BG5.24.2,35,22-Nov
BG5.24.3,47,22-Nov
BG5.24.4,21,22-Nov
BG5.24.5,47,22-Nov
BG5.24.6,,22-Nov
BG6.0.1,40,22-Nov
BG6.0.2,48,22-Nov
BG6.0.3,43,22-Nov
BG6.0.4,55,22-Nov
BG6.0.5,43,22-Nov
BG6.0.6,54,22-Nov
BG6.8.1,40,22-Nov
BG6.8.2,36,22-Nov
BG6.8.3,47,22-Nov
BG6.8.4,50,22-Nov
BG6.8.5,48,22-Nov
BG6.8.6,42,22-Nov
BG6.16.1,37,22-Nov
BG6.16.2,26,22-Nov
BG6.16.3,13,22-Nov
BG6.16.4,50,22-Nov
BG6.16.5,18,22-Nov
BG6.16.6,49,22-Nov
BG6.24.1,46,22-Nov
BG6.24.2,,22-Nov
BG6.24.3,,22-Nov
BG6.24.4,,22-Nov
BG6.24.5,20,22-Nov
BG6.24.6,20,22-Nov
SG1.0.1,13,22-Nov
SG1.0.2,16,22-Nov
SG1.0.3,34,22-Nov
SG1.0.4,23,22-Nov
SG1.0.5,31,22-Nov
SG1.0.6,25,22-Nov
SG1.8.1,28,22-Nov
SG1.8.2,15,22-Nov
SG1.8.3,29,22-Nov
SG1.8.4,31,22-Nov
SG1.8.5,48,22-Nov
SG1.8.6,10,22-Nov
SG1.16.1,44,22-Nov
SG1.16.2,25,22-Nov
SG1.16.3,25,22-Nov
SG1.16.4,60,22-Nov
SG1.16.5,,22-Nov
SG1.16.6,,22-Nov
SG1.24.1,43,22-Nov
SG1.24.2,38,22-Nov
SG1.24.3,25,22-Nov
SG1.24.4,13,22-Nov
SG1.24.5,53,22-Nov
SG1.24.6,36,22-Nov
SG2.0.1,32,22-Nov
SG2.0.2,23,22-Nov
SG2.0.3,17,22-Nov
SG2.0.4,11,22-Nov
SG2.0.5,30,22-Nov
SG2.0.6,41,22-Nov
SG2.8.1,28,22-Nov
SG2.8.2,23,22-Nov
SG2.8.3,22,22-Nov
SG2.8.4,12,22-Nov
SG2.8.5,34,22-Nov
SG2.8.6,56,22-Nov
SG2.16.1,29,22-Nov
SG2.16.2,58,22-Nov
SG2.16.3,34,22-Nov
SG2.16.4,31,22-Nov
SG2.16.5,21,22-Nov
SG2.16.6,33,22-Nov
SG2.24.1,22,22-Nov
SG2.24.2,19,22-Nov
SG2.24.3,19,22-Nov
SG2.24.4,43,22-Nov
SG2.24.5,21,22-Nov
SG2.24.6,34,22-Nov
SG3.0.1,23,22-Nov
SG3.0.2,19,22-Nov
SG3.0.3,60,22-Nov
SG3.0.4,57,22-Nov
SG3.0.5,16,22-Nov
SG3.0.6,53,22-Nov
SG3.8.1,15,22-Nov
SG3.8.2,59,22-Nov
SG3.8.3,57,22-Nov
SG3.8.4,47,22-Nov
SG3.8.5,46,22-Nov
SG3.8.6,27,22-Nov
SG3.16.1,21,22-Nov
SG3.16.2,11,22-Nov
SG3.16.3,29,22-Nov
SG3.16.4,26,22-Nov
SG3.16.5,13,22-Nov
SG3.16.6,15,22-Nov
SG3.24.1,25,22-Nov
SG3.24.2,29,22-Nov
SG3.24.3,29,22-Nov
SG3.24.4,24,22-Nov
SG3.24.5,26,22-Nov
SG3.24.6,39,22-Nov
SG4.0.1,24,22-Nov
SG4.0.2,32,22-Nov
SG4.0.3,39,22-Nov
SG4.0.4,31,22-Nov
SG4.0.5,49,22-Nov
SG4.0.6,25,22-Nov
SG4.8.1,40,22-Nov
SG4.8.2,32,22-Nov
SG4.8.3,56,22-Nov
SG4.8.4,8,22-Nov
SG4.8.5,38,22-Nov
SG4.8.6,26,22-Nov
SG4.16.1,18,22-Nov
SG4.16.2,16,22-Nov
SG4.16.3,28,22-Nov
SG4.16.4,6,22-Nov
SG4.16.5,12,22-Nov
SG4.16.6,,22-Nov
SG4.24.1,,22-Nov
SG4.24.2,10,22-Nov
SG4.24.3,24,22-Nov
SG4.24.4,40,22-Nov
SG4.24.5,14,22-Nov
SG4.24.6,25,22-Nov
SG5.0.1,19,22-Nov
SG5.0.2,31,22-Nov
SG5.0.3,38,22-Nov
SG5.0.4,66,22-Nov
SG5.0.5,42,22-Nov
SG5.0.6,41,22-Nov
SG5.8.1,19,22-Nov
SG5.8.2,,22-Nov
SG5.8.3,32,22-Nov
SG5.8.4,49,22-Nov
SG5.8.5,36,22-Nov
SG5.8.6,35,22-Nov
SG5.16.1,21,22-Nov
SG5.16.2,,22-Nov
SG5.16.3,35,22-Nov
SG5.16.4,14,22-Nov
SG5.16.5,10,22-Nov
SG5.16.6,19,22-Nov
SG5.24.1,13,22-Nov
SG5.24.2,12,22-Nov
SG5.24.3,25,22-Nov
SG5.24.4,10,22-Nov
SG5.24.5,22,22-Nov
SG5.24.6,,22-Nov
SG6.0.1,22,22-Nov
SG6.0.2,21,22-Nov
SG6.0.3,20,22-Nov
SG6.0.4,26,22-Nov
SG6.0.5,23,22-Nov
SG6.0.6,26,22-Nov
SG6.8.1,16,22-Nov
SG6.8.2,35,22-Nov
SG6.8.3,32,22-Nov
SG6.8.4,24,22-Nov
SG6.8.5,50,22-Nov
SG6.8.6,49,22-Nov
SG6.16.1,41,22-Nov
SG6.16.2,20,22-Nov
SG6.16.3,10,22-Nov
SG6.16.4,14,22-Nov
SG6.16.5,43,22-Nov
SG6.16.6,56,22-Nov
SG6.24.1,16,22-Nov
SG6.24.2,18,22-Nov
SG6.24.3,61,22-Nov
SG6.24.4,32,22-Nov
SG6.24.5,27,22-Nov
SG6.24.6,,22-Nov
BM1.0.1,36,25-Nov
BG1.0.2,21,25-Nov
BM1.0.3,62,25-Nov
BM1.0.4,71,25-Nov
BM1.0.5,79,25-Nov
BM1.0.6,67,25-Nov
BM1.8.1,56,25-Nov
BM1.8.2,47,25-Nov
BM1.8.3,35,25-Nov
BM1.8.4,44,25-Nov
BM1.8.5,45,25-Nov
BM1.8.6,41,25-Nov
BM1.16.1,41,25-Nov
BM1.16.2,49,25-Nov
BM1.16.3,39,25-Nov
BM1.16.4,37,25-Nov
BM1.16.5,90,25-Nov
BM1.16.6,30,25-Nov
BM1.24.1,45,25-Nov
BM1.24.2,49,25-Nov
BM1.24.3,44,25-Nov
BM1.24.4,40,25-Nov
BM1.24.5,51,25-Nov
BM1.24.6,45,25-Nov
BM2.0.1,57,25-Nov
BM2.0.2,48,25-Nov
BM2.0.3,50,25-Nov
BM2.0.4,61,25-Nov
BM2.0.5,31,25-Nov
BM2.0.6,28,25-Nov
BM2.8.1,78,25-Nov
BM2.8.1,56,25-Nov
BM2.8.3,38,25-Nov
BM2.8.4,48,25-Nov
BM2.8.5,52,25-Nov
BM2.8.6,32,25-Nov
BM2.16.1,35,25-Nov
BM2.16.2,40,25-Nov
BM2.16.3,53,25-Nov
BM2.16.4,62,25-Nov
BM2.16.5,48,25-Nov
BM2.16.6,39,25-Nov
BM2.24.1,43,25-Nov
BM2.24.2,83,25-Nov
BM2.24.3,70,25-Nov
BM2.24.4,42,25-Nov
BM2.24.5,64,25-Nov
BM2.24.6,39,25-Nov
BM3.0.1,31,25-Nov
BM3.0.2,85,25-Nov
BM3.0.3,39,25-Nov
BM3.0.4,59,25-Nov
BM3.0.5,48,25-Nov
BM3.0.6,43,25-Nov
BM3.8.1,87,25-Nov
BM3.8.2,34,25-Nov
BM3.8.3,65,25-Nov
BM3.8.4,85,25-Nov
BM3.8.5,61,25-Nov
BM3.8.6,36,25-Nov
BM3.16.1,47,25-Nov
BM3.16.2,48,25-Nov
BM3.16.3,35,25-Nov
BM3.16.4,43,25-Nov
BM3.16.5,38,25-Nov
BM3.16.6,67,25-Nov
BM3.24.1,47,25-Nov
BM3.24.2,52,25-Nov
BM3.24.3,46,25-Nov
BM3.24.4,83,25-Nov
BM3.24.5,42,25-Nov
BM3.24.6,76,25-Nov
BM4.0.1,82,25-Nov
BM4.0.2,34,25-Nov
BM4.0.3,45,25-Nov
BM4.0.4,79,25-Nov
BM4.0.5,85,25-Nov
BM4.0.6,57,25-Nov
BM4.8.1,33,25-Nov
BM4.8.2,30,25-Nov
BM4.8.3,33,25-Nov
BM4.8.4,33,25-Nov
BM4.8.5,41,25-Nov
BM4.8.6,44,25-Nov
BM4.16.1,28,25-Nov
BM4.16.2,48,25-Nov
BM4.16.3,52,25-Nov
BM4.16.4,33,25-Nov
BM4.16.5,45,25-Nov
BM4.16.6,32,25-Nov
BM4.24.1,34,25-Nov
BM4.24.2,30,25-Nov
BM4.24.3,51,25-Nov
BM4.24.4,57,25-Nov
BM4.24.5,28,25-Nov
BM4.24.6,35,25-Nov
BM5.0.1,55,25-Nov
BM5.0.2,67,25-Nov
BM5.0.3,65,25-Nov
BM5.0.4,97,25-Nov
BM5.0.5,47,25-Nov
BM5.0.6,71,25-Nov
BM5.8.1,27,25-Nov
BM5.8.2,45,25-Nov
BM5.8.3,35,25-Nov
BM5.8.4,70,25-Nov
BM5.8.5,73,25-Nov
BM5.8.6,30,25-Nov
BM5.16.1,37,25-Nov
BM5.16.2,43,25-Nov
BM5.16.3,60,25-Nov
BM5.16.4,39,25-Nov
BM5.16.5,55,25-Nov
BM5.16.6,71,25-Nov
BM5.24.1,48,25-Nov
BM5.24.2,86,25-Nov
BM5.24.3,53,25-Nov
BM5.24.4,62,25-Nov
BM5.24.5,42,25-Nov
BM5.24.6,75,25-Nov
BM6.0.1,42,25-Nov
BM6.0.2,33,25-Nov
BM6.0.3,68,25-Nov
BM6.0.4,58,25-Nov
BM6.0.5,58,25-Nov
BM6.0.6,54,25-Nov
BM6.8.1,66,25-Nov
BM6.8.2,37,25-Nov
BM6.8.3,50,25-Nov
BM6.8.4,50,25-Nov
BM6.8.5,42,25-Nov
BM6.8.6,37,25-Nov
BM6.16.1,36,25-Nov
BM6.16.2,57,25-Nov
BM6.16.3,48,25-Nov
BM6.16.4,51,25-Nov
BM6.16.5,94,25-Nov
BM6.16.6,45,25-Nov
BM6.24.1,57,25-Nov
BM6.24.2,46,25-Nov
BM6.24.3,37,25-Nov
BM6.24.4,36,25-Nov
BM6.24.5,60,25-Nov
BM6.24.6,41,25-Nov
BM1.0.1,37,2-Dec
BG1.0.2,21,2-Dec
BM1.0.3,62,2-Dec
BM1.0.4,97,2-Dec
BM1.0.5,80,2-Dec
BM1.0.6,77,2-Dec
BM1.8.1,60,2-Dec
BM1.8.2,49,2-Dec
BM1.8.3,36,2-Dec
BM1.8.4,44,2-Dec
BM1.8.5,46,2-Dec
BM1.8.6,44,2-Dec
BM1.16.1,45,2-Dec
BM1.16.2,56,2-Dec
BM1.16.3,42,2-Dec
BM1.16.4,40,2-Dec
BM1.16.5,110,2-Dec
BM1.16.6,30,2-Dec
BM1.24.1,48,2-Dec
BM1.24.2,53,2-Dec
BM1.24.3,47,2-Dec
BM1.24.4,42,2-Dec
BM1.24.5,52,2-Dec
BM1.24.6,52,2-Dec
BM2.0.1,60,2-Dec
BM2.0.2,51,2-Dec
BM2.0.3,50,2-Dec
BM2.0.4,69,2-Dec
BM2.0.5,31,2-Dec
BM2.0.6,28,2-Dec
BM2.8.1,83,2-Dec
BM2.8.1,57,2-Dec
BM2.8.3,39,2-Dec
BM2.8.4,50,2-Dec
BM2.8.5,55,2-Dec
BM2.8.6,31,2-Dec
BM2.16.1,35,2-Dec
BM2.16.2,42,2-Dec
BM2.16.3,51,2-Dec
BM2.16.4,65,2-Dec
BM2.16.5,50,2-Dec
BM2.16.6,39,2-Dec
BM2.24.1,44,2-Dec
BM2.24.2,87,2-Dec
BM2.24.3,79,2-Dec
BM2.24.4,42,2-Dec
BM2.24.5,99,2-Dec
BM2.24.6,39,2-Dec
BM3.0.1,31,2-Dec
BM3.0.2,104,2-Dec
BM3.0.3,40,2-Dec
BM3.0.4,62,2-Dec
BM3.0.5,50,2-Dec
BM3.0.6,45,2-Dec
BM3.8.1,91,2-Dec
BM3.8.2,34,2-Dec
BM3.8.3,67,2-Dec
BM3.8.4,93,2-Dec
BM3.8.5,60,2-Dec
BM3.8.6,35,2-Dec
BM3.16.1,45,2-Dec
BM3.16.2,48,2-Dec
BM3.16.3,34,2-Dec
BM3.16.4,43,2-Dec
BM3.16.5,38,2-Dec
BM3.16.6,68,2-Dec
BM3.24.1,50,2-Dec
BM3.24.2,53,2-Dec
BM3.24.3,48,2-Dec
BM3.24.4,80,2-Dec
BM3.24.5,42,2-Dec
BM3.24.6,80,2-Dec
BM4.0.1,98,2-Dec
BM4.0.2,34,2-Dec
BM4.0.3,45,2-Dec
BM4.0.4,88,2-Dec
BM4.0.5,94,2-Dec
BM4.0.6,68,2-Dec
BM4.8.1,36,2-Dec
BM4.8.2,30,2-Dec
BM4.8.3,34,2-Dec
BM4.8.4,33,2-Dec
BM4.8.5,41,2-Dec
BM4.8.6,47,2-Dec
BM4.16.1,28,2-Dec
BM4.16.2,48,2-Dec
BM4.16.3,51,2-Dec
BM4.16.4,33,2-Dec
BM4.16.5,46,2-Dec
BM4.16.6,32,2-Dec
BM4.24.1,34,2-Dec
BM4.24.2,30,2-Dec
BM4.24.3,68,2-Dec
BM4.24.4,66,2-Dec
BM4.24.5,28,2-Dec
BM4.24.6,35,2-Dec
BM5.0.1,57,2-Dec
BM5.0.2,67,2-Dec
BM5.0.3,64,2-Dec
BM5.0.4,114,2-Dec
BM5.0.5,50,2-Dec
BM5.0.6,85,2-Dec
BM5.8.1,28,2-Dec
BM5.8.2,46,2-Dec
BM5.8.3,36,2-Dec
BM5.8.4,72,2-Dec
BM5.8.5,83,2-Dec
BM5.8.6,30,2-Dec
BM5.16.1,39,2-Dec
BM5.16.2,46,2-Dec
BM5.16.3,60,2-Dec
BM5.16.4,40,2-Dec
BM5.16.5,59,2-Dec
BM5.16.6,76,2-Dec
BM5.24.1,52,2-Dec
BM5.24.2,91,2-Dec
BM5.24.3,53,2-Dec
BM5.24.4,64,2-Dec
BM5.24.5,70,2-Dec
BM5.24.6,85,2-Dec
BM6.0.1,45,2-Dec
BM6.0.2,33,2-Dec
BM6.0.3,82,2-Dec
BM6.0.4,60,2-Dec
BM6.0.5,58,2-Dec
BM6.0.6,57,2-Dec
BM6.8.1,69,2-Dec
BM6.8.2,37,2-Dec
BM6.8.3,50,2-Dec
BM6.8.4,52,2-Dec
BM6.8.5,44,2-Dec
BM6.8.6,37,2-Dec
BM6.16.1,39,2-Dec
BM6.16.2,63,2-Dec
BM6.16.3,53,2-Dec
BM6.16.4,55,2-Dec
BM6.16.5,116,2-Dec
BM6.16.6,48,2-Dec
BM6.24.1,66,2-Dec
BM6.24.2,50,2-Dec
BM6.24.3,48,2-Dec
BM6.24.4,37,2-Dec
BM6.24.5,66,2-Dec
BM6.24.6,47,2-Dec
